temperature,humidity,wind_speed,pressure,past_rainfall,rainfall
29.96714153011233,85.99033154879004,9.598573800204948,984.3828866318391,3.3181165307975946,1.4796493726884716
23.617356988288154,78.86950524369153,13.843850634275856,1000.0942248383075,0.44635890432634356,4.939462613502037
31.476885381006923,65.89445554880261,8.660640632000309,1006.7959169986754,17.96083130004628,2.9348152128311176
40.23029856408026,55.295948334416394,12.536307762887677,1041.315314860103,3.6491640351242474,0.28633773959389347
22.65846625276664,75.47334970420386,0.0,1021.3482968680064,4.762002620964084,3.1223882418384425
22.658630430508193,70.90228078132624,16.70634965898351,992.9677764635017,1.3499297670397967,6.284005665903398
40.79212815507391,78.42789830041599,15.009643802897793,1020.2905443412645,3.303381414942359,6.418561806696025
32.67434729152909,74.52757702522955,8.463290951454475,989.7904401659246,2.8031395544308073,3.5273985579088536
20.305256140650478,80.74329072979003,20.27396534745924,1029.240365808306,0.38924472283941136,4.743559256341089
30.425600435859646,56.97147182659148,22.500561101012465,1005.9331302227318,0.5611444314044407,26.93852367189878
20.365823071875376,84.76091098451488,2.139521085048207,1011.5954571689124,9.084540907357626,3.790146161527288
20.34270246429743,67.963994070386,8.898201771470287,1032.886949713133,1.3709998438399396,2.3896940863346456
27.419622715660342,96.12891308937898,8.846861201701614,993.6925464712363,1.0843058312969118,2.232073464082214
5.86719755342202,54.66218272865648,7.480775191129083,992.0432272233052,3.5150932302417464,4.8964406233358515
7.750821674869673,91.03945704747875,21.63579873545399,1004.2460101048099,7.3212174887384,11.400951771158107
19.377124707590273,67.96866175193972,13.449390889817572,1028.5756827652897,0.3197415758048822,1.845255491768072
14.871688796655762,55.22872994578327,12.883881269515115,990.2098088678474,4.299645561570667,9.883601191814986
28.14247332595274,57.741712489185176,0.0,970.5176660283414,0.6346827486498934,0.17101348233704763
15.91975924478789,60.1947903770852,20.08334424167381,1006.232617123865,0.18571183634875682,4.343113379786797
10.876962986647085,71.36248919602875,5.0859328411722196,1021.2761119986639,0.2709292223847981,11.964056168016409
39.65648768921554,72.8425323205325,15.479461042130627,1031.0039262460825,8.98378291640906,3.3087801630028957
22.742236995134643,56.394499940921314,17.219015503665535,1006.052579568719,0.6276601288068672,6.636081912122044
25.67528204687924,64.63468111608526,25.88526876670921,1006.8286008932599,0.23101223915072286,1.8350963394994075
10.752518137865433,97.13405537917795,4.529436807047103,1030.3085110138363,2.8803765409826503,10.838222642944247
19.556172754748175,90.91314755151066,0.0,984.9538745045687,9.289287130413296,0.42956186244648553
